Strefa (AB);Zakres (number);Operator (nazwa);Operator (ID);Strefa (nazwa);Strefa (symbol);Obszar numeracyjny;Data modyfikacji
12;123917;TARTEL Sp. z o.o.;7269;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;123919;SMSWIZARD POLSKA Sp. z o.o.;12975;KRAKÓW;SN-KR;CA£A SN;2022-01-25 12:15
12;12392;Polkomtel Sp. z o.o.;3;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12393;TK Telekom Sp. z o.o.;7;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12394;T-MOBILE POLSKA S.A.;4;KRAKÓW;SN-KR;Kraków;2018-04-11 12:15
12;123950;Flexcom Sp. z o.o.;11973;KRAKÓW;SN-KR;Kraków;2022-02-19 12:15
12;123951;P4 Sp. z o.o. (d. 3S S.A.);4408;KRAKÓW;SN-KR;CA£A SN;2018-01-12 12:15
12;123952;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2020-06-15 12:15
12;123953;Aiton Caldwell S.A.;8085;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;123954;Televoice Polska Sp. z o.o.;8808;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;123955;Multimedia Polska Sp. z o.o.;180;KRAKÓW;SN-KR;CA£A SN;2018-06-01 12:15
12;123956;4 CARRIERS GLOBAL Sp. z o.o.;12739;KRAKÓW;SN-KR;CA£A SN;2021-12-23 12:15
12;123957;S-NET Sp. z o.o.;8697;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;123958;FIBERWAY Sp. z o.o.;9750;KRAKÓW;SN-KR;CA£A SN;2019-07-03 12:15
12;123959;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;Kraków;2023-12-30 12:45
12;12396(0,8);Flexcom Sp. z o.o.;11973;KRAKÓW;SN-KR;CA£A SN;2022-02-19 12:15
12;12396(3,4);Aiton Caldwell S.A.;8085;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;123961;Rezerwa techniczna;99992;KRAKÓW;SN-KR;CA£A SN;2021-01-01 12:15
12;123962;Polkomtel Sp. z o.o.;3;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;123965;Softblue S.A.;12915;KRAKÓW;SN-KR;CA£A SN;2021-01-15 12:15
12;123966;VOXBONE SA;7575;KRAKÓW;SN-KR;CA£A SN;2023-06-08 12:45
12;123967;e-Telko Sp. z o.o.;11564;KRAKÓW;SN-KR;CA£A SN;2022-02-19 12:15
12;123969;Globus Telecom Sp. z o.o.;13120;KRAKÓW;SN-KR;CA£A SN;2022-02-04 12:15
12;12399(0,1-3,5-9);Netia S.A.;6;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;123994;Aiton Caldwell S.A.;8085;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124(6-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1240(1-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12400(1-3);Netia S.A.;6;KRAKÓW;SN-KR;CA£A SN;2018-10-31 12:15
12;12400(5-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2018-10-31 12:15
12;124000;Aiton Caldwell S.A.;8085;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124004;IP Telecom Bulgaria LTD;11805;KRAKÓW;SN-KR;CA£A SN;2017-03-23 12:15
12;1241(0,1-3,5,7,8);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12414(0,1-5,7);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12414(6,8,9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12416(0,4);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12416(1-3,5-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12419(0,1-7,9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124198;FreePhone Sp. z o.o.;10788;KRAKÓW;SN-KR;CA£A SN;2016-07-01 12:15
12;1242(1-6,8-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2016-07-09 12:15
12;12420(0-6,8-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2016-07-09 12:15
12;124207;didXL B.V.;13079;KRAKÓW;SN-KR;CA£A SN;2021-10-22 12:15
12;12427(0,1-3,5,8-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12427(4,6,7);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1243(0,2);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1243(5-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12431(0,1,2,4-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124313;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12433(0,1-5,7-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124336;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2018-12-31 12:15
12;12434(0,1-3,5-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124344;Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1244(0,7,9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12441;TeleGo sp. z o.o.;9324;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124420;OXYLION S.A.;9891;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124421;TOYA Sp. z o.o.;127;KRAKÓW;SN-KR;CA£A SN;2021-06-10 12:17
12;124422;SFERANET S.A.;4882;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124423;EXATEL S.A.;18;KRAKÓW;SN-KR;CA£A SN;2019-06-29 12:15
12;124424;Netia S.A.;6;KRAKÓW;SN-KR;CA£A SN;2022-06-10 12:15
12;124425;Telbeskid Sp. z o.o.;57;KRAKÓW;SN-KR;CA£A SN;2020-03-14 12:15
12;124426;Arkadiusz Koæma FIRMA HANDLOWA "GIGA";5561;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124427;Artur Furtak wspólnik spó³ki cywilnej POLMEX-SERWIS;1837;KRAKÓW;SN-KR;Kraków;2015-07-20 12:45
12;124428;Intelligent Technologies S.A.;748;KRAKÓW;SN-KR;CA£A SN;2017-11-03 12:15
12;124429;LoVo Sp. z o.o. Spó³ka komandytowa;10664;KRAKÓW;SN-KR;CA£A SN;2020-07-04 12:15
12;12443(0-2,6-7);EXATEL S.A.;18;KRAKÓW;SN-KR;CA£A SN;2019-06-29 12:15
12;12443(3,9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2019-06-29 12:15
12;12443(4,5,8);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2017-09-30 12:15
12;12444(0,8-9);Polkomtel Sp. z o.o.;3;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12444(1,3,4);EXATEL S.A.;18;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124442;Multinet 24 Sp. z o.o.;8597;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124445;FIBERLINK Sp. z o.o.;5543;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124446;Aiton Caldwell S.A.;8085;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124447;TARTEL Sp. z o.o.;7269;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12445(2,8);T-MOBILE POLSKA S.A.;4;KRAKÓW;SN-KR;CA£A SN;2018-04-11 12:15
12;12445(3,4,7);Netia S.A.;6;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12445(5,6);P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KRAKÓW;SN-KR;Kraków;2015-07-20 12:45
12;124450;TIMPLUS B. Dudek, R. Walentowski spó³ka jawna;3110;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124451;PRZEDSIÊBIORSTWO AJC Adam Ozga Przedsiêbiorstwo AJC2;390;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124459;Arkadiusz Koæma FIRMA HANDLOWA "GIGA";5561;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124460;Blue Prospect Sp. z o.o.;13345;KRAKÓW;SN-KR;CA£A SN;2023-08-05 12:45
12;124461;Intertele S.A.;1487;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124462;ATMAN Sp. z o.o.;944;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124463;Netia S.A.;6;KRAKÓW;SN-KR;CA£A SN;2020-06-10 12:15
12;124464;GEMINI INTERNET Sp. z o.o.;2888;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124465;T-MOBILE POLSKA S.A.;4;KRAKÓW;SN-KR;CA£A SN;2018-04-11 12:15
12;124466;Aiton Caldwell S.A.;8085;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124467;P4 Sp. z o.o. (d. 3S S.A.);4408;KRAKÓW;SN-KR;CA£A SN;2020-01-15 12:15
12;124468;World Discount Telecommunication Polska Sp. z o.o.;68;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;124469;Netia S.A.;6;KRAKÓW;SN-KR;CA£A SN;2022-10-01 12:20
12;12448(1,2);P4 Sp. z o.o. (d. 3S S.A.);4408;KRAKÓW;SN-KR;CA£A SN;2020-01-15 12:15
12;12448(5-7,9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2022-08-30 12:15
12;124480;INEA Sp. z o o.;13009;KRAKÓW;SN-KR;CA£A SN;2021-08-07 12:15
12;124483;P4 Sp. z o.o. (d. 3S S.A.);4408;KRAKÓW;SN-KR;CA£A SN;2020-01-15 12:15
12;124484;LoVo Sp. z o.o.;7184;KRAKÓW;SN-KR;CA£A SN;2022-08-30 12:15
12;124488;Polkomtel Sp. z o.o.;3;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1245(0,3,4,6-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12451(0,5,6,9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12451(1-4,7,8);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12452;Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12455;Polkomtel Sp. z o.o.;3;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126(7,9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1260(1-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12600(1-5,7-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;;2021-08-20 12:15
12;126000;SUDER Sp. z o.o.;10822;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126006;LoVo Sp. z o.o. Spó³ka komandytowa;10664;KRAKÓW;SN-KR;;2021-08-20 12:15
12;1261(0,1,3);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1261(6-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2023-04-01 12:45
12;12612(0,5);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2020-05-14 12:15
12;12612(1,2);Rezerwa techniczna;99992;KRAKÓW;SN-KR;CA£A SN;2023-12-15 12:45
12;12612(3,4,7-9);Netia S.A.;6;KRAKÓW;SN-KR;CA£A SN;2016-09-14 12:15
12;126126;P4 Sp. z o.o. (d. 3S S.A.);4408;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12614(0-6);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2018-01-13 12:15
12;12614(7,8);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126149;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2018-01-13 12:15
12;12615;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2023-04-01 12:45
12;1262(2-4,6,8);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12620(0,6);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12620(1-5,7-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12621;T-MOBILE POLSKA S.A.;4;KRAKÓW;SN-KR;CA£A SN;2018-04-11 12:15
12;12625(0,1-8);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126259;MT Sp. z o.o.;3833;KRAKÓW;SN-KR;CA£A SN;2015-10-13 12:15
12;12627(0,1-3,6,7,9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12627(4,5,8);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12629(0,1-8);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126299;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KRAKÓW;SN-KR;CA£A SN;2015-11-24 12:15
12;1263(1-3,6-8);Orange Polska S.A.;1;KRAKÓW;SN-KR;;2016-01-08 12:15
12;12630(1-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126300;Globitel Sp. z o.o.;7243;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12634(0,1-8);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126349;MIDIKO Sp. z o.o.;4990;KRAKÓW;SN-KR;CA£A SN;2015-10-01 12:15
12;12635(0,3,5);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12635(1,2,4,6-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12639(0-5,7-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;;2016-01-08 12:15
12;126396;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;;2019-10-01 12:15
12;1264;Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1265(0,1-5,7-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12656(0,1-7);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126568;PPHU AWIST Artur Waligóra;9395;KRAKÓW;SN-KR;CA£A SN;2016-04-12 12:15
12;126569;EMC2 Telecom Sp. z o.o.;10697;KRAKÓW;SN-KR;CA£A SN;2018-04-24 12:15
12;1266(1,2);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1266(7-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12660(0,1,3,7,9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12660(2,4-5,8);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2022-07-01 12:15
12;126606;Leon Sp. z o.o.;1471;KRAKÓW;SN-KR;CA£A SN;2022-07-01 12:15
12;12663(0,6,8-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12663(1-5);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2017-03-16 12:15
12;126637;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2017-03-16 12:15
12;12664(0,1,2,9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12664(3-8);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12665(0,1-6);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12665(7-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12666(1-5,7-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2018-05-03 12:15
12;126660;LoVo Sp. z o.o. Spó³ka komandytowa;10664;KRAKÓW;SN-KR;CA£A SN;2018-05-03 12:15
12;126666;INFANET Sylwester Kus;5441;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;1268(0,4);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2018-01-13 12:15
12;12681(0-1,3-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2018-01-13 12:15
12;126812;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2018-01-13 12:15
12;12682(0,7);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12682(1-6,8);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2018-01-13 12:15
12;126829;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2018-01-13 12:15
12;12683(0,1-3,5-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126834;Rezerwa techniczna;99992;KRAKÓW;SN-KR;CA£A SN;2021-04-30 12:15
12;12685(0,1,2,5,6);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12685(3,4,7-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12686(0,1-4,6-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;126865;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KRAKÓW;SN-KR;CA£A SN;2016-06-04 12:15
12;12687(0,2,8-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12687(1,3-7);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12688(1-9);Orange Polska S.A.;1;KRAKÓW;SN-KR;CA£A SN;2016-07-09 12:15
12;126880;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2018-09-10 12:15
12;12689;Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2018-11-24 12:15
12;128(2-7,9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2019-08-17 12:15
12;1280(0,6-9);Rezerwa techniczna;99992;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12801(0,1,4,7,8);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12801(2,5);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2018-01-16 12:15
12;12801(3,6);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2017-01-06 12:15
12;128019;Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2017-07-05 12:15
12;12802(0,1);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12802(3,5,7-9);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2018-01-16 12:15
12;12802(4,6);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2018-09-06 12:15
12;128022;Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2017-07-05 12:15
12;12803(0,1,3,4,5,9);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;128032;Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2019-07-03 12:15
12;128036;Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2017-01-06 12:15
12;128037;Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2018-09-06 12:15
12;128038;Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2017-07-05 12:15
12;12804(0,2,6,8);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12804(1,9);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2017-01-06 12:15
12;12804(3-5);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2019-07-03 12:15
12;128047;Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2017-07-05 12:15
12;12805(0,1,3);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12805(2,7);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2017-07-05 12:15
12;12805(4,9);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2018-01-16 12:15
12;12805(5,8);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2017-01-06 12:15
12;128056;Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2018-09-06 12:15
12;1281(0-1,3-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2019-08-17 12:15
12;12812(0-7,9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2019-08-17 12:15
12;128128;Telfon Poland Sp. z o.o.;12517;KRAKÓW;SN-KR;CA£A SN;2019-08-17 12:15
12;1288(2-7);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2021-12-11 12:15
12;12880(0-4,6-9);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;CA£A SN;2021-12-11 12:15
12;128805;P4 Sp. z o.o. (d. UPC Polska Sp. z o.o.);111;KRAKÓW;SN-KR;CA£A SN;2021-12-11 12:15
12;12881;VOXBONE SA;7575;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12888;Polkomtel Sp. z o.o.;3;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;12889(0,7-9);P4 Sp. z o.o. (d. 3S S.A.);4408;KRAKÓW;SN-KR;;2016-06-03 12:15
12;12889(1-4);Rezerwa Prezesa UKE;99990;KRAKÓW;SN-KR;;2019-11-30 12:15
12;128895;Polkomtel Sp. z o.o.;3;KRAKÓW;SN-KR;;2019-11-30 12:15
12;128896;Polkomtel Sp. z o.o.;3;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;129(0,1-7);Rezerwa regulacyjna;99991;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
12;129(8,9);Rezerwa techniczna;99992;KRAKÓW;SN-KR;CA£A SN;2015-07-20 12:45
13;13(2,5-7);Rezerwa regulacyjna;99991;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;131(0,1-8);Rezerwa regulacyjna;99991;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;1319;Rezerwa techniczna;99992;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133(2,4-9);Rezerwa Prezesa UKE;99990;KROSNO;SN-KS;CA£A SN;2019-08-17 12:15
13;1330(1-5,9);Rezerwa Prezesa UKE;99990;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;13300(1,2,4-6);Belgacom International Carrier Services SA/NV;12051;KROSNO;SN-KS;CA£A SN;2020-01-11 12:16
13;13300(8-9);Rezerwa Prezesa UKE;99990;KROSNO;SN-KS;CA£A SN;2022-03-24 12:15
13;133000;P4 Sp. z o.o.;92;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133003;P4 Sp. z o.o.;92;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133007;MEDIDESK Sp. z o.o.;12669;KROSNO;SN-KS;CA£A SN;2022-03-24 12:15
13;13306(2-4);T-MOBILE POLSKA S.A.;4;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;13306(5,6);Rezerwa Prezesa UKE;99990;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133060;AMS SYSTEM Sp. z o.o.;7006;KROSNO;SN-KS;CA£A SN;2016-11-15 12:15
13;133061;KCI KROSOFT Dariusz Jastrz¹b;338;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133067;SLICAN Sp. z o.o.;10012;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133068;ON-LINE NET Pawe³ Œcibor;7864;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133069;e-Telko Sp. z o.o.;11564;KROSNO;SN-KS;CA£A SN;2017-04-19 12:15
13;13307(2,3);COMP-SERWIS Sp. z o.o.;445;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133070;P4 Sp. z o.o.;92;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133071;MT Sp. z o.o.;3833;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133074;KCI KROSOFT Dariusz Jastrz¹b;338;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133075;WIDE-NET II Sp. z o.o.;6329;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133076;Flexcom Sp. z o.o.;11973;KROSNO;SN-KS;CA£A SN;2022-02-19 12:15
13;133077;Softblue S.A.;12915;KROSNO;SN-KS;CA£A SN;2021-01-15 12:15
13;133078;Rezerwa Prezesa UKE;99990;KROSNO;SN-KS;CA£A SN;2018-05-01 12:15
13;133079;NETSYSTEM Tomasz Przybysz;7922;KROSNO;SN-KS;CA£A SN;2017-11-09 12:15
13;13308(0,1,3-9);Rezerwa Prezesa UKE;99990;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;133082;Orange Polska S.A.;1;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;1331(0-2,4-9);Rezerwa Prezesa UKE;99990;KROSNO;SN-KS;CA£A SN;2019-08-17 12:15
13;13313(0-2,4-9);Rezerwa Prezesa UKE;99990;KROSNO;SN-KS;CA£A SN;2019-08-17 12:15
13;133133;Telfon Poland Sp. z o.o.;12517;KROSNO;SN-KS;CA£A SN;2019-08-17 12:15
13;1333(0,2,4-9);Rezerwa Prezesa UKE;99990;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
13;13331(0-1,3-9);T-MOBILE POLSKA S.A.;4;KROSNO;SN-KS;CA£A SN;2023-06-30 12:45
13;133312;P4 Sp. z o.o.;92;KROSNO;SN-KS;CA£A SN;2023-06-30 12:45
13;13333;Polkomtel Sp. z o.o.;3;KROSNO;SN-KS;CA£A SN;2015-07-20 12:45
